year,population,sex,icd_code,site,count,crude,asr,burden_share,crude_asr_ratio
2019,Saudi,female,C07-C08,C07-C08 Salivary glands,18.0,0.2,0.2,0.0024,1.000
2019,Saudi,female,C09,C09 Tonsil,1.0,0.0,0.0,0.0001,
2019,Saudi,female,C10,C10 Other Oropharynx,0.0,0.0,0.0,,
2019,Saudi,female,C11,C11 Nasopharynx,67.0,0.6,0.8,0.0088,0.750
2019,Saudi,female,C12-C13,C12-C13 Hypopharynx,8.0,0.1,0.1,0.0010,1.000
2019,Saudi,female,C14,C14 Pharynx unspec.,1.0,0.0,0.0,0.0001,
2019,Saudi,female,C15,C15 Oesophagus,51.0,0.5,0.7,0.0067,0.714
2019,Saudi,female,C16,C16 Stomach,160.0,1.5,1.9,0.0209,0.789
2019,Saudi,female,C17,C17 Small intestine,35.0,0.3,0.5,0.0046,0.600
2019,Saudi,female,C18,C18 Colon,629.0,6.1,8.0,0.0822,0.762
2019,Saudi,female,C19-C20,C19-C20 Rectum,268.0,2.6,3.6,0.0350,0.722
2019,Saudi,female,C21,C21 Anus,11.0,0.1,0.1,0.0014,1.000
2019,Saudi,female,C22,C22 Liver,159.0,1.5,2.2,0.0208,0.682
2019,Saudi,female,C23-C24,C23-C24 Gallbladder etc.,119.0,1.1,1.7,0.0156,0.647
2019,Saudi,female,C25,C25 Pancreas,156.0,1.5,2.1,0.0204,0.714
2019,Saudi,female,C30-C31,"C30-C31 Nose, sinuses etc.",22.0,0.2,0.2,0.0029,1.000
2019,Saudi,female,C32,C32 Larynx,14.0,0.1,0.2,0.0018,0.500
2019,Saudi,female,C33-C34,"C33-C34 Trachea,Bronchus,Lung",154.0,1.5,2.1,0.0201,0.714
2019,Saudi,female,C37-C38,C37-C38 Other Thoracic organs,23.0,0.2,0.3,0.0030,0.667
2019,Saudi,female,C40-C41,C40-C41 Bone,86.0,0.8,0.9,0.0112,0.889
2019,Saudi,female,C43,C43 Melanoma of Skin,16.0,0.2,0.2,0.0021,1.000
2019,Saudi,female,C45,C45 Mesothelioma,6.0,0.1,0.1,0.0008,1.000
2019,Saudi,female,C46,C46 Kaposi sarcoma,8.0,0.1,0.1,0.0010,1.000
2019,Saudi,female,C47;C49,"C47;C49 Connective,Soft tissue",92.0,0.9,1.0,0.0120,0.900
2019,Saudi,female,C50,C50 Breast,2840.0,27.4,33.2,0.3713,0.825
2019,Saudi,female,C64,C64 Kidney,189.0,1.8,2.3,0.0247,0.783
2019,Saudi,female,C65,C65 Renal Pelvis,4.0,0.0,0.1,0.0005,
2019,Saudi,female,C66,C66 Ureter,3.0,0.0,0.0,0.0004,
2019,Saudi,female,C67,C67 Bladder,77.0,0.7,1.1,0.0101,0.636
2019,Saudi,female,C68,C68 Other Urinary organs,4.0,0.0,0.0,0.0005,
2019,Saudi,female,C69,C69 Eye,26.0,0.3,0.3,0.0034,1.000
2019,Saudi,female,C70-C72,"C70-C72 Brain, Nervous system",213.0,2.1,2.3,0.0278,0.913
2019,Saudi,female,C73,C73 Thyroid,1024.0,9.9,10.3,0.1339,0.961
2019,Saudi,female,C74,C74 Adrenal gland,17.0,0.2,0.2,0.0022,1.000
2019,Saudi,female,C75,C75 Other Endocrine,5.0,0.0,0.0,0.0007,
2019,Saudi,female,C81,C81 Hodgkin’s lymphoma,183.0,1.8,1.8,0.0239,1.000
2019,Saudi,female,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,407.0,3.9,5.0,0.0532,0.780
2019,Saudi,female,C88,C88 Immunoproliferative dis.,1.0,0.0,0.0,0.0001,
2019,Saudi,female,C90,C90 Multiple Myeloma,87.0,0.8,1.2,0.0114,0.667
2019,Saudi,female,C91,C91 Lymphoid Leukaemia,94.0,0.9,1.1,0.0123,0.818
2019,Saudi,female,C92-C94,C92-C94 Myeloid Leukaemia,168.0,1.6,1.8,0.0220,0.889
2019,Saudi,female,C95,C95 Leukaemia unspec.,81.0,0.8,0.9,0.0106,0.889
2019,non-Saudi,male,C00,C00 Lip,4.0,0.0,0.0,0.0023,
2019,non-Saudi,male,C01-C02,C01-C02 Tongue,35.0,0.4,0.6,0.0204,0.667
2019,non-Saudi,male,C03-C06,C03-C06 Mouth,28.0,0.3,0.7,0.0163,0.429
2019,non-Saudi,male,C07-C08,C07-C08 Salivary glands,21.0,0.2,0.4,0.0122,0.500
2019,non-Saudi,male,C09,C09 Tonsil,1.0,0.0,0.0,0.0006,
2019,non-Saudi,male,C10,C10 Other Oropharynx,1.0,0.0,0.0,0.0006,
2019,non-Saudi,male,C11,C11 Nasopharynx,48.0,0.5,0.6,0.0279,0.833
2019,non-Saudi,male,C12-C13,C12-C13 Hypopharynx,1.0,0.0,0.1,0.0006,
2019,non-Saudi,male,C14,C14 Pharynx unspec.,1.0,0.0,0.0,0.0006,
2019,non-Saudi,male,C15,C15 Oesophagus,17.0,0.2,0.3,0.0099,0.667
2019,non-Saudi,male,C16,C16 Stomach,64.0,0.7,1.4,0.0373,0.500
2019,non-Saudi,male,C17,C17 Small intestine,15.0,0.2,0.3,0.0087,0.667
2019,non-Saudi,male,C18,C18 Colon,174.0,1.9,3.6,0.1013,0.528
2019,non-Saudi,male,C19-C20,C19-C20 Rectum,118.0,1.3,2.2,0.0687,0.591
2019,non-Saudi,male,C21,C21 Anus,16.0,0.2,0.2,0.0093,1.000
2019,non-Saudi,male,C22,C22 Liver,51.0,0.6,1.0,0.0297,0.600
2019,non-Saudi,male,C23-C24,C23-C24 Gallbladder etc.,16.0,0.2,0.5,0.0093,0.400
2019,non-Saudi,male,C25,C25 Pancreas,32.0,0.4,0.8,0.0186,0.500
2019,non-Saudi,male,C30-C31,"C30-C31 Nose, sinuses etc.",9.0,0.1,0.1,0.0052,1.000
2019,non-Saudi,male,C32,C32 Larynx,29.0,0.3,0.6,0.0169,0.500
2019,non-Saudi,male,C33-C34,"C33-C34 Trachea,Bronchus,Lung",106.0,1.2,2.4,0.0617,0.500
2019,non-Saudi,male,C37-C38,C37-C38 Other Thoracic organs,20.0,0.2,0.2,0.0116,1.000
2019,non-Saudi,male,C40-C41,C40-C41 Bone,30.0,0.3,0.8,0.0175,0.375
2019,non-Saudi,male,C43,C43 Melanoma of Skin,9.0,0.1,0.1,0.0052,1.000
2019,non-Saudi,male,C45,C45 Mesothelioma,8.0,0.1,0.2,0.0047,0.500
2019,non-Saudi,male,C46,C46 Kaposi sarcoma,4.0,0.0,0.0,0.0023,
2019,non-Saudi,male,C47;C49,"C47;C49 Connective,Soft tissue",41.0,0.5,0.6,0.0239,0.833
2019,non-Saudi,male,C50,C50 Breast,24.0,0.3,0.4,0.0140,0.750
2019,non-Saudi,male,C60,C60 Penis,0.0,0.0,0.0,,
2019,non-Saudi,male,C61,C61 Prostate,110.0,1.2,4.1,0.0640,0.293
2019,non-Saudi,male,C62,C62 Testis,35.0,0.4,0.4,0.0204,1.000
2019,non-Saudi,male,C63,C63 Other male genital,1.0,0.0,0.0,0.0006,
2019,non-Saudi,male,C64,C64 Kidney,59.0,0.7,1.0,0.0343,0.700
2019,non-Saudi,male,C65,C65 Renal Pelvis,2.0,0.0,0.1,0.0012,
2019,non-Saudi,male,C66,C66 Ureter,0.0,0.0,0.0,,
2019,non-Saudi,male,C67,C67 Bladder,96.0,1.1,2.2,0.0559,0.500
2019,non-Saudi,male,C68,C68 Other Urinary organs,2.0,0.0,0.0,0.0012,
2019,non-Saudi,male,C69,C69 Eye,9.0,0.1,0.3,0.0052,0.333
2019,non-Saudi,male,C70-C72,"C70-C72 Brain, Nervous system",65.0,0.7,1.0,0.0378,0.700
2019,non-Saudi,male,C73,C73 Thyroid,65.0,0.7,0.7,0.0378,1.000
2019,non-Saudi,male,C74,C74 Adrenal gland,6.0,0.1,0.2,0.0035,0.500
2019,non-Saudi,male,C75,C75 Other Endocrine,1.0,0.0,0.0,0.0006,
2019,non-Saudi,male,C81,C81 Hodgkin disease,55.0,0.6,0.9,0.0320,0.667
2019,non-Saudi,male,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,110.0,1.2,1.8,0.0640,0.667
2019,non-Saudi,male,C88,C88 Immunoproliferative dis.,1.0,0.0,0.1,0.0006,
2019,non-Saudi,male,C90,C90 Multiple Myeloma,28.0,0.3,0.6,0.0163,0.500
2019,non-Saudi,male,C91,C91 Lymphoid Leukaemia,61.0,0.7,1.4,0.0355,0.500
2019,non-Saudi,male,C92-C94,C92-C94 Myeloid Leukaemia,66.0,0.7,0.8,0.0384,0.875
2019,non-Saudi,male,C95,C95 Leukaemia unspec.,23.0,0.3,0.5,0.0134,0.600
2019,non-Saudi,female,C00,C00 Lip,1.0,0.0,0.1,0.0006,
2019,non-Saudi,female,C01-C02,C01-C02 Tongue,13.0,0.3,0.6,0.0073,0.500
2019,non-Saudi,female,C03-C06,C03-C06 Mouth,3.0,0.1,0.1,0.0017,1.000
2019,non-Saudi,female,C07-C08,C07-C08 Salivary glands,5.0,0.1,0.2,0.0028,0.500
2019,non-Saudi,female,C09,C09 Tonsil,0.0,0.0,0.0,,
2019,non-Saudi,female,C10,C10 Other Oropharynx,0.0,0.0,0.0,,
2019,non-Saudi,female,C11,C11 Nasopharynx,14.0,0.3,0.6,0.0079,0.500
2019,non-Saudi,female,C12-C13,C12-C13 Hypopharynx,4.0,0.1,0.1,0.0023,1.000
2019,non-Saudi,female,C14,C14 Pharynx unspec.,1.0,0.0,0.0,0.0006,
2019,non-Saudi,female,C15,C15 Oesophagus,5.0,0.1,0.2,0.0028,0.500
2019,non-Saudi,female,C16,C16 Stomach,31.0,0.8,1.6,0.0175,0.500
2019,non-Saudi,female,C17,C17 Small intestine,5.0,0.1,0.4,0.0028,0.250
2019,non-Saudi,female,C18,C18 Colon,95.0,2.3,5.7,0.0536,0.404
2019,non-Saudi,female,C19-C20,C19-C20 Rectum,55.0,1.3,3.7,0.0310,0.351
2019,non-Saudi,female,C21,C21 Anus,4.0,0.1,0.1,0.0023,1.000
2019,non-Saudi,female,C22,C22 Liver,19.0,0.5,1.3,0.0107,0.385
2019,non-Saudi,female,C23-C24,C23-C24 Gallbladder etc.,7.0,0.2,0.5,0.0039,0.400
2019,non-Saudi,female,C25,C25 Pancreas,20.0,0.5,1.6,0.0113,0.312
2019,non-Saudi,female,C30-C31,"C30-C31 Nose, sinuses etc.",6.0,0.1,0.1,0.0034,1.000
2019,non-Saudi,female,C32,C32 Larynx,3.0,0.1,0.2,0.0017,0.500
2019,non-Saudi,female,C33-C34,"C33-C34 Trachea,Bronchus,Lung",45.0,1.1,3.2,0.0254,0.344
2019,non-Saudi,female,C37-C38,C37-C38 Other Thoracic organs,7.0,0.2,0.3,0.0039,0.667
2019,non-Saudi,female,C40-C41,C40-C41 Bone,16.0,0.4,0.7,0.0090,0.571
2019,non-Saudi,female,C43,C43 Melanoma of Skin,4.0,0.1,0.3,0.0023,0.333
2019,non-Saudi,female,C45,C45 Mesothelioma,0.0,0.0,0.0,,
2019,non-Saudi,female,C46,C46 Kaposi sarcoma,2.0,0.0,0.1,0.0011,
2019,non-Saudi,female,C47;C49,"C47;C49 Connective,Soft tissue",26.0,0.6,1.0,0.0147,0.600
2019,non-Saudi,female,C50,C50 Breast,769.0,18.7,32.5,0.4335,0.575
2019,non-Saudi,female,C51,C51 Vulva,5.0,0.1,0.2,0.0028,0.500
2019,non-Saudi,female,C52,C52 Vagina,1.0,0.0,0.0,0.0006,
2019,non-Saudi,female,C53,C53 Cervix Uteri,65.0,1.6,3.1,0.0366,0.516
2019,non-Saudi,female,C54,C54 Corpus Uteri,59.0,1.4,3.0,0.0333,0.467
2019,non-Saudi,female,C55,C55 Uterus unspec.,26.0,0.6,1.4,0.0147,0.429
2019,non-Saudi,female,C56,C56 Ovary,56.0,1.4,2.5,0.0316,0.560
2019,non-Saudi,female,C57,C57 Other Female Genital,5.0,0.1,0.3,0.0028,0.333
2019,non-Saudi,female,C58,C58 Placenta,1.0,0.0,0.0,0.0006,
2019,non-Saudi,female,C64,C64 Kidney,31.0,0.8,1.5,0.0175,0.533
2019,non-Saudi,female,C65,C65 Renal Pelvis,1.0,0.0,0.0,0.0006,
2019,non-Saudi,female,C66,C66 Ureter,0.0,0.0,0.0,,
2019,non-Saudi,female,C67,C67 Bladder,10.0,0.2,0.9,0.0056,0.222
2019,non-Saudi,female,C68,C68 Other Urinary organs,1.0,0.0,0.1,0.0006,
2019,non-Saudi,female,C69,C69 Eye,3.0,0.1,0.1,0.0017,1.000
2019,non-Saudi,female,C70-C72,"C70-C72 Brain, Nervous system",38.0,0.9,1.4,0.0214,0.643
2019,non-Saudi,female,C73,C73 Thyroid,140.0,3.4,4.0,0.0789,0.850
2019,non-Saudi,female,C74,C74 Adrenal gland,6.0,0.1,0.3,0.0034,0.333
2019,non-Saudi,female,C75,C75 Other Endocrine,0.0,0.0,0.0,,
2019,non-Saudi,female,C81,C81 Hodgkin disease,13.0,0.3,0.3,0.0073,1.000
2019,non-Saudi,female,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,55.0,1.3,2.8,0.0310,0.464
2019,non-Saudi,female,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2019,non-Saudi,female,C90,C90 Multiple Myeloma,13.0,0.3,0.8,0.0073,0.375
2019,non-Saudi,female,C91,C91 Lymphoid Leukaemia,30.0,0.7,1.1,0.0169,0.636
2019,non-Saudi,female,C92-C94,C92-C94 Myeloid Leukaemia,34.0,0.8,1.6,0.0192,0.500
2019,non-Saudi,female,C95,C95 Leukaemia unspec.,21.0,0.5,1.2,0.0118,0.417
2020,Saudi,male,C00,C00 Lip,14.0,0.1,0.2,0.0026,0.500
2020,Saudi,male,C01-C02,C01-C02 Tongue,62.0,0.6,0.8,0.0114,0.750
2020,Saudi,male,C03-C06,C03-C06 Mouth,68.0,0.6,0.9,0.0125,0.667
2020,Saudi,male,C07-C08,C07-C08 Salivary glands,23.0,0.2,0.2,0.0042,1.000
2020,Saudi,male,C09,C09 Tonsil,4.0,0.0,0.0,0.0007,
2020,Saudi,male,C10,C10 Other Oropharynx,5.0,0.0,0.1,0.0009,
2020,Saudi,male,C11,C11 Nasopharynx,139.0,1.3,1.5,0.0255,0.867
2020,Saudi,male,C12-C13,C12-C13 Hypopharynx,6.0,0.1,0.1,0.0011,1.000
2020,Saudi,male,C14,C14 Pharynx unspec.,2.0,0.0,0.0,0.0004,
2020,Saudi,male,C15,C15 Oesophagus,76.0,0.7,1.0,0.0139,0.700
2020,Saudi,male,C16,C16 Stomach,164.0,1.5,2.1,0.0300,0.714
2020,Saudi,male,C17,C17 Small intestine,50.0,0.5,0.6,0.0092,0.833
2020,Saudi,male,C18,C18 Colon,597.0,5.5,7.6,0.1093,0.724
2020,Saudi,male,C19-C20,C19-C20 Rectum,369.0,3.4,4.8,0.0676,0.708
2020,Saudi,male,C21,C21 Anus,26.0,0.2,0.4,0.0048,0.500
2020,Saudi,male,C22,C22 Liver,291.0,2.7,4.0,0.0533,0.675
2020,Saudi,male,C23-C24,C23-C24 Gallbladder etc.,77.0,0.7,1.0,0.0141,0.700
2020,Saudi,male,C25,C25 Pancreas,226.0,2.1,3.0,0.0414,0.700
2020,Saudi,male,C30-C31,"C30-C31 Nose, sinuses etc.",33.0,0.3,0.4,0.0060,0.750
2020,Saudi,male,C32,C32 Larynx,72.0,0.7,1.0,0.0132,0.700
2020,Saudi,male,C33-C34,"C33-C34 Trachea,Bronchus,Lung",353.0,3.2,4.8,0.0647,0.667
2020,Saudi,male,C37-C38,C37-C38 Other Thoracic organs,35.0,0.3,0.4,0.0064,0.750
2020,Saudi,male,C40-C41,C40-C41 Bone,132.0,1.2,1.2,0.0242,1.000
2020,Saudi,male,C43,C43 Melanoma of Skin,13.0,0.1,0.2,0.0024,0.500
2020,Saudi,male,C45,C45 Mesothelioma,10.0,0.1,0.1,0.0018,1.000
2020,Saudi,male,C46,C46 Kaposi sarcoma,22.0,0.2,0.3,0.0040,0.667
2020,Saudi,male,C47;C49,"C47;C49 Connective,Soft tissue",99.0,0.9,1.0,0.0181,0.900
2020,Saudi,male,C50,C50 Breast,40.0,0.4,0.5,0.0073,0.800
2020,Saudi,male,C64,C64 Kidney,228.0,2.1,2.8,0.0418,0.750
2020,Saudi,male,C65,C65 Renal Pelvis,9.0,0.1,0.1,0.0016,1.000
2020,Saudi,male,C66,C66 Ureter,5.0,0.0,0.1,0.0009,
2020,Saudi,male,C67,C67 Bladder,291.0,2.7,3.9,0.0533,0.692
2020,Saudi,male,C68,C68 Other Urinary organs,13.0,0.1,0.2,0.0024,0.500
2020,Saudi,male,C69,C69 Eye,20.0,0.2,0.2,0.0037,1.000
2020,Saudi,male,C70-C72,"C70-C72 Brain, Nervous system",283.0,2.6,3.0,0.0518,0.867
2020,Saudi,male,C73,C73 Thyroid,228.0,2.1,2.4,0.0418,0.875
2020,Saudi,male,C74,C74 Adrenal gland,16.0,0.1,0.1,0.0029,1.000
2020,Saudi,male,C75,C75 Other Endocrine,4.0,0.0,0.0,0.0007,
2020,Saudi,male,C81,C81 Hodgkin disease,347.0,3.2,3.3,0.0636,0.970
2020,Saudi,male,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,420.0,3.8,4.6,0.0769,0.826
2020,Saudi,male,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2020,Saudi,male,C90,C90 Multiple Myeloma,94.0,0.9,1.2,0.0172,0.750
2020,Saudi,male,C91,C91 Lymphoid Leukaemia,150.0,1.4,1.7,0.0275,0.824
2020,Saudi,male,C92-C94,C92-C94 Myeloid Leukaemia,210.0,1.9,2.3,0.0385,0.826
2020,Saudi,male,C95,C95 Leukaemia unspec.,134.0,1.2,1.3,0.0245,0.923
2020,Saudi,female,C00,C00 Lip,8.0,0.1,0.1,0.0012,1.000
2020,Saudi,female,C01-C02,C01-C02 Tongue,58.0,0.6,0.8,0.0088,0.750
2020,Saudi,female,C03-C06,C03-C06 Mouth,40.0,0.4,0.5,0.0061,0.800
2020,Saudi,female,C07-C08,C07-C08 Salivary glands,12.0,0.1,0.1,0.0018,1.000
2020,Saudi,female,C09,C09 Tonsil,3.0,0.0,0.0,0.0005,
2020,Saudi,female,C10,C10 Other Oropharynx,0.0,0.0,0.0,,
2020,Saudi,female,C11,C11 Nasopharynx,57.0,0.5,0.6,0.0087,0.833
2020,Saudi,female,C12-C13,C12-C13 Hypopharynx,6.0,0.1,0.1,0.0009,1.000
2020,Saudi,female,C14,C14 Pharynx unspec.,5.0,0.0,0.1,0.0008,
2020,Saudi,female,C15,C15 Oesophagus,32.0,0.3,0.4,0.0049,0.750
2020,Saudi,female,C16,C16 Stomach,125.0,1.2,1.5,0.0190,0.800
2020,Saudi,female,C17,C17 Small intestine,27.0,0.3,0.4,0.0041,0.750
2020,Saudi,female,C18,C18 Colon,519.0,4.9,6.5,0.0788,0.754
2020,Saudi,female,C19-C20,C19-C20 Rectum,244.0,2.3,3.1,0.0370,0.742
2020,Saudi,female,C21,C21 Anus,12.0,0.1,0.2,0.0018,0.500
2020,Saudi,female,C22,C22 Liver,159.0,1.5,2.2,0.0241,0.682
2020,Saudi,female,C23-C24,C23-C24 Gallbladder etc.,89.0,0.8,1.2,0.0135,0.667
2020,Saudi,female,C25,C25 Pancreas,131.0,1.2,1.8,0.0199,0.667
2020,Saudi,female,C30-C31,"C30-C31 Nose, sinuses etc.",18.0,0.2,0.2,0.0027,1.000
2020,Saudi,female,C32,C32 Larynx,7.0,0.1,0.1,0.0011,1.000
2020,Saudi,female,C33-C34,"C33-C34 Trachea,Bronchus,Lung",105.0,1.0,1.4,0.0159,0.714
2020,Saudi,female,C37-C38,C37-C38 Other Thoracic organs,23.0,0.2,0.2,0.0035,1.000
2020,Saudi,female,C40-C41,C40-C41 Bone,91.0,0.9,0.9,0.0138,1.000
2020,Saudi,female,C43,C43 Melanoma of Skin,8.0,0.1,0.1,0.0012,1.000
2020,Saudi,female,C45,C45 Mesothelioma,3.0,0.0,0.0,0.0005,
2020,Saudi,female,C46,C46 Kaposi sarcoma,6.0,0.1,0.1,0.0009,1.000
2020,Saudi,female,C47;C49,"C47;C49 Connective,Soft tissue",86.0,0.8,0.9,0.0131,0.889
2020,Saudi,female,C50,C50 Breast,2459.0,23.3,28.4,0.3733,0.820
2020,Saudi,female,C64,C64 Kidney,150.0,1.4,1.8,0.0228,0.778
2020,Saudi,female,C65,C65 Renal Pelvis,0.0,0.0,0.0,,
2020,Saudi,female,C66,C66 Ureter,0.0,0.0,0.0,,
2020,Saudi,female,C67,C67 Bladder,57.0,0.5,0.7,0.0087,0.714
2020,Saudi,female,C68,C68 Other Urinary organs,1.0,0.0,0.0,0.0002,
2020,Saudi,female,C69,C69 Eye,18.0,0.2,0.2,0.0027,1.000
2020,Saudi,female,C70-C72,"C70-C72 Brain, Nervous system",205.0,1.9,2.2,0.0311,0.864
2020,Saudi,female,C73,C73 Thyroid,816.0,7.7,8.1,0.1239,0.951
2020,Saudi,female,C74,C74 Adrenal gland,21.0,0.2,0.2,0.0032,1.000
2020,Saudi,female,C75,C75 Other Endocrine,5.0,0.0,0.0,0.0008,
2020,Saudi,female,C81,C81 Hodgkin disease,234.0,2.2,2.2,0.0355,1.000
2020,Saudi,female,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,336.0,3.2,3.9,0.0510,0.821
2020,Saudi,female,C88,C88 Immunoproliferative dis.,1.0,0.0,0.0,0.0002,
2020,Saudi,female,C90,C90 Multiple Myeloma,70.0,0.7,0.9,0.0106,0.778
2020,Saudi,female,C91,C91 Lymphoid Leukaemia,84.0,0.8,0.9,0.0128,0.889
2020,Saudi,female,C92-C94,C92-C94 Myeloid Leukaemia,156.0,1.5,1.7,0.0237,0.882
2020,Saudi,female,C95,C95 Leukaemia unspec.,101.0,1.0,1.1,0.0153,0.909
2020,non-Saudi,male,C00,C00 Lip,9.0,0.1,0.1,0.0058,1.000
2020,non-Saudi,male,C01-C02,C01-C02 Tongue,22.0,0.2,0.1,0.0142,2.000
2020,non-Saudi,male,C03-C06,C03-C06 Mouth,15.0,0.2,0.2,0.0097,1.000
2020,non-Saudi,male,C07-C08,C07-C08 Salivary glands,9.0,0.1,0.1,0.0058,1.000
2020,non-Saudi,male,C09,C09 Tonsil,1.0,0.0,0.0,0.0006,
2020,non-Saudi,male,C10,C10 Other Oropharynx,2.0,0.0,0.0,0.0013,
2020,non-Saudi,male,C11,C11 Nasopharynx,36.0,0.4,0.3,0.0232,1.333
2020,non-Saudi,male,C12-C13,C12-C13 Hypopharynx,3.0,0.0,0.0,0.0019,
2020,non-Saudi,male,C14,C14 Pharynx unspec.,3.0,0.0,0.1,0.0019,
2020,non-Saudi,male,C15,C15 Oesophagus,22.0,0.2,0.5,0.0142,0.400
2020,non-Saudi,male,C16,C16 Stomach,60.0,0.6,1.0,0.0386,0.600
2020,non-Saudi,male,C17,C17 Small intestine,15.0,0.2,0.2,0.0097,1.000
2020,non-Saudi,male,C18,C18 Colon,167.0,1.8,3.0,0.1075,0.600
2020,non-Saudi,male,C19-C20,C19-C20 Rectum,89.0,1.0,1.3,0.0573,0.769
2020,non-Saudi,male,C21,C21 Anus,6.0,0.1,0.1,0.0039,1.000
2020,non-Saudi,male,C22,C22 Liver,50.0,0.5,1.1,0.0322,0.455
2020,non-Saudi,male,C23-C24,C23-C24 Gallbladder etc.,16.0,0.2,0.2,0.0103,1.000
2020,non-Saudi,male,C25,C25 Pancreas,35.0,0.4,0.8,0.0225,0.500
2020,non-Saudi,male,C30-C31,"C30-C31 Nose, sinuses etc.",6.0,0.1,0.1,0.0039,1.000
2020,non-Saudi,male,C32,C32 Larynx,23.0,0.2,0.5,0.0148,0.400
2020,non-Saudi,male,C33-C34,"C33-C34 Trachea,Bronchus,Lung",107.0,1.1,2.3,0.0689,0.478
2020,non-Saudi,male,C37-C38,C37-C38 Other Thoracic organs,14.0,0.1,0.1,0.0090,1.000
2020,non-Saudi,male,C40-C41,C40-C41 Bone,45.0,0.5,0.9,0.0290,0.556
2020,non-Saudi,male,C43,C43 Melanoma of Skin,8.0,0.1,0.1,0.0052,1.000
2020,non-Saudi,male,C45,C45 Mesothelioma,1.0,0.0,0.0,0.0006,
2020,non-Saudi,male,C46,C46 Kaposi sarcoma,1.0,0.0,0.0,0.0006,
2020,non-Saudi,male,C47;C49,"C47;C49 Connective,Soft tissue",40.0,0.4,0.6,0.0258,0.667
2020,non-Saudi,male,C50,C50 Breast,12.0,0.1,0.1,0.0077,1.000
2020,non-Saudi,male,C60,C60 Penis,3.0,0.0,0.1,0.0019,
2020,non-Saudi,male,C61,C61 Prostate,89.0,1.0,2.9,0.0573,0.345
2020,non-Saudi,male,C62,C62 Testis,23.0,0.2,0.3,0.0148,0.667
2020,non-Saudi,male,C63,C63 Other male genital,2.0,0.0,0.0,0.0013,
2020,non-Saudi,male,C64,C64 Kidney,54.0,0.6,0.8,0.0348,0.750
2020,non-Saudi,male,C65,C65 Renal Pelvis,0.0,0.0,0.0,,
2020,non-Saudi,male,C66,C66 Ureter,0.0,0.0,0.0,,
2020,non-Saudi,male,C67,C67 Bladder,83.0,0.9,1.8,0.0534,0.500
2020,non-Saudi,male,C68,C68 Other Urinary organs,1.0,0.0,0.0,0.0006,
2020,non-Saudi,male,C69,C69 Eye,6.0,0.1,0.2,0.0039,0.500
2020,non-Saudi,male,C70-C72,"C70-C72 Brain, Nervous system",72.0,0.8,0.9,0.0464,0.889
2020,non-Saudi,male,C73,C73 Thyroid,55.0,0.6,0.5,0.0354,1.200
2020,non-Saudi,male,C74,C74 Adrenal gland,4.0,0.0,0.1,0.0026,
2020,non-Saudi,male,C75,C75 Other Endocrine,1.0,0.0,0.0,0.0006,
2020,non-Saudi,male,C81,C81 Hodgkin disease,54.0,0.6,0.8,0.0348,0.750
2020,non-Saudi,male,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,103.0,1.1,1.7,0.0663,0.647
2020,non-Saudi,male,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2020,non-Saudi,male,C90,C90 Multiple Myeloma,31.0,0.3,0.4,0.0200,0.750
2020,non-Saudi,male,C91,C91 Lymphoid Leukaemia,69.0,0.7,1.4,0.0444,0.500
2020,non-Saudi,male,C92-C94,C92-C94 Myeloid Leukaemia,49.0,0.5,0.6,0.0316,0.833
2020,non-Saudi,male,C95,C95 Leukaemia unspec.,37.0,0.4,0.7,0.0238,0.571
2020,non-Saudi,female,C00,C00 Lip,3.0,0.1,0.2,0.0020,0.500
2020,non-Saudi,female,C01-C02,C01-C02 Tongue,12.0,0.3,0.4,0.0080,0.750
2020,non-Saudi,female,C03-C06,C03-C06 Mouth,2.0,0.0,0.1,0.0013,
2020,non-Saudi,female,C07-C08,C07-C08 Salivary glands,4.0,0.1,0.2,0.0027,0.500
2020,non-Saudi,female,C09,C09 Tonsil,0.0,0.0,0.0,,
2020,non-Saudi,female,C10,C10 Other Oropharynx,2.0,0.0,0.1,0.0013,
2020,non-Saudi,female,C11,C11 Nasopharynx,4.0,0.1,0.3,0.0027,0.333
2020,non-Saudi,female,C12-C13,C12-C13 Hypopharynx,4.0,0.1,0.1,0.0027,1.000
2020,non-Saudi,female,C14,C14 Pharynx unspec.,0.0,0.0,0.0,,
2020,non-Saudi,female,C15,C15 Oesophagus,11.0,0.3,0.5,0.0074,0.600
2020,non-Saudi,female,C16,C16 Stomach,24.0,0.6,0.7,0.0161,0.857
2020,non-Saudi,female,C17,C17 Small intestine,5.0,0.1,0.2,0.0033,0.500
2020,non-Saudi,female,C18,C18 Colon,75.0,1.8,4.1,0.0502,0.439
2020,non-Saudi,female,C19-C20,C19-C20 Rectum,24.0,0.6,1.2,0.0161,0.500
